"name","status","canonical","replacement","since","notes"
"gp_check_pupil_channels","core","gp_check_pupil_channels",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_check_sampling_rate","core","gp_check_sampling_rate",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_check_validity_fields","core","gp_check_validity_fields",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_identify_export_type","core","gp_identify_export_type",,"0.9.0.9000","Curated module-level core classification; source: 018-gazepoint-real-exports.R. Lifecycle status does not establish construct validity."
"gp_list_export_fields","core","gp_list_export_fields",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_match_biometrics","core","gp_match_biometrics",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_match_recordings","core","gp_match_recordings",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_pair_exports","core","gp_pair_exports",,"0.9.0.9000","Curated module-level core classification; source: 018-gazepoint-real-exports.R. Lifecycle status does not establish construct validity."
"gp_parse_markers","core","gp_parse_markers",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_parse_media_events","core","gp_parse_media_events",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_parse_user_events","core","gp_parse_user_events",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_profile_export","core","gp_profile_export",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_reconstruct_stimuli","core","gp_reconstruct_stimuli",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_reconstruct_trials","core","gp_reconstruct_trials",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"gp_validate_export","core","gp_validate_export",,"0.9.0.9000","Curated module-level core classification; source: 005-import-gazepoint.R. Lifecycle status does not establish construct validity."
"grade_model_evidence","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"grouped_cv","workflow","grouped_cv",,"0.9.0.9000","Curated module-level workflow classification; source: 021-validation-program.R. Lifecycle status does not establish construct validity."
"grouped_folds","workflow","grouped_folds",,"0.9.0.9000","Curated module-level workflow classification; source: 021-validation-program.R. Lifecycle status does not establish construct validity."
"import_benchmark_study","workflow","import_benchmark_study",,"0.9.0.9000","Curated module-level workflow classification; source: 029-benchmark-reproducibility.R. Lifecycle status does not establish construct validity."
"import_canonical","workflow","import_canonical",,"0.9.0.9000","Curated module-level workflow classification; source: 015-export-report-bridges.R. Lifecycle status does not establish construct validity."
"import_eye_bids","workflow","import_eye_bids",,"0.9.0.9000","Curated module-level workflow classification; source: 020-interoperability-storage.R. Lifecycle status does not establish construct validity."
"incremental_process_validity","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 062-context-process-structure-0-8.R. Lifecycle status does not establish construct validity."
"infer_eye_mapping","core","infer_eye_mapping",,"0.9.0.9000","Curated module-level core classification; source: 003-mapping-adapters.R. Lifecycle status does not establish construct validity."
"init_validation_corpus","core","init_validation_corpus",,"0.9.0.9000","Curated module-level core classification; source: 017-format-validation.R. Lifecycle status does not establish construct validity."
"init_vendor_corpus","workflow","init_vendor_corpus",,"0.9.0.9000","Curated module-level workflow classification; source: 025-vendor-corpus.R. Lifecycle status does not establish construct validity."
"inject_aoi_label_noise","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_calibration_offset","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_device_shift","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_eye_missingness","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_pupil_dropout","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_sampling_jitter","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inject_trial_imbalance","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 075-benchmark-stress-0-9.R. Lifecycle status does not establish construct validity."
"inspect_eye_source","core","inspect_eye_source",,"0.9.0.9000","Curated module-level core classification; source: 017-format-validation.R. Lifecycle status does not establish construct validity."
"interpolate_pupil","core","interpolate_pupil",,"0.9.0.9000","Curated module-level core classification; source: 009-preprocessing.R. Lifecycle status does not establish construct validity."
"interpretive_warnings","core","interpretive_warnings",,"0.9.0.9000","Curated module-level core classification; source: 011-quality-governance.R. Lifecycle status does not establish construct validity."
"irt_compositional_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_continuous_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 054-additional-process-measurement-0-7.R. Lifecycle status does not establish construct validity."
"irt_count_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_functional_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_model_spec","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_nominal_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_response_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_rt_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_sequence_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_survival_channel","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"irt_validation_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"is_eye_dataset","core","is_eye_dataset",,"0.9.0.9000","Curated module-level core classification; source: 002-class.R. Lifecycle status does not establish construct validity."
"is_eyelink_export","core","is_eyelink_export",,"0.9.0.9000","Curated module-level core classification; source: 006-import-other-vendors.R. Lifecycle status does not establish construct validity."
"is_gazepoint_export","core","is_gazepoint_export",,"0.9.0.9000","Curated module-level core classification; source: 018-gazepoint-real-exports.R. Lifecycle status does not establish construct validity."
"is_pupil_labs_export","core","is_pupil_labs_export",,"0.9.0.9000","Curated module-level core classification; source: 006-import-other-vendors.R. Lifecycle status does not establish construct validity."
"is_smi_export","core","is_smi_export",,"0.9.0.9000","Curated module-level core classification; source: 006-import-other-vendors.R. Lifecycle status does not establish construct validity."
"is_tobii_export","core","is_tobii_export",,"0.9.0.9000","Curated module-level core classification; source: 006-import-other-vendors.R. Lifecycle status does not establish construct validity."
"item_objective_spec","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"item_parameters","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 013-models.R. Lifecycle status does not establish construct validity."
"item_pareto_front","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"label_process_episodes","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"latent_distribution_stress_test","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"latent_trait_trajectory","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 051-advanced-process-irt-0-7.R. Lifecycle status does not establish construct validity."
"leave_device_out_validation","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"leave_item_out_validation","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"leave_session_out_validation","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"leave_site_out_validation","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"list_irt_models","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 049-multimodal-irt-registry.R. Lifecycle status does not establish construct validity."
"lock_decision_manifest","workflow","lock_decision_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 073-decision-manifests-0-9.R. Lifecycle status does not establish construct validity."
"map_latent_classes_to_process_profiles","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 067-advanced-sensitivity-diagnostics-0-8.R. Lifecycle status does not establish construct validity."
"measurement_error_budget","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 081-validation-extras-0-9.R. Lifecycle status does not establish construct validity."
"migrate_eye_storage_schema","workflow","migrate_eye_storage_schema",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"model_data","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 013-models.R. Lifecycle status does not establish construct validity."
"model_fit_statistics","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 013-models.R. Lifecycle status does not establish construct validity."
"model_missing_process","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 016-advanced-experimental.R. Lifecycle status does not establish construct validity."
"model_promotion_spec","workflow","model_promotion_spec",,"0.9.0.9000","Curated module-level workflow classification; source: 023-validation-orchestration.R. Lifecycle status does not establish construct validity."
"model_validation_spec","workflow","model_validation_spec",,"0.9.0.9000","Curated module-level workflow classification; source: 021-validation-program.R. Lifecycle status does not establish construct validity."
"model_validation_summary","workflow","model_validation_summary",,"0.9.0.9000","Curated module-level workflow classification; source: 021-validation-program.R. Lifecycle status does not establish construct validity."
"monitor_dif_drift","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"multiblock_contributions","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 062-context-process-structure-0-8.R. Lifecycle status does not establish construct validity."
"multiblock_person_coordinates","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 062-context-process-structure-0-8.R. Lifecycle status does not establish construct validity."
"multiblock_variable_coordinates","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 062-context-process-structure-0-8.R. Lifecycle status does not establish construct validity."
"negative_control_concordance","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 077-negative-controls-leakage-0-9.R. Lifecycle status does not establish construct validity."
"negative_control_process_test","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 052-irt-validation-0-7.R. Lifecycle status does not establish construct validity."
"new_aoi","core","new_aoi",,"0.9.0.9000","Curated module-level core classification; source: 008-trials-aoi.R. Lifecycle status does not establish construct validity."
"new_coordinate_space","core","new_coordinate_space",,"0.9.0.9000","Curated module-level core classification; source: 001-schema.R. Lifecycle status does not establish construct validity."
"new_eye_dataset","core","new_eye_dataset",,"0.9.0.9000","Curated module-level core classification; source: 002-class.R. Lifecycle status does not establish construct validity."
"normalize_timebase","core","normalize_timebase",,"0.9.0.9000","Curated module-level core classification; source: 007-coordinates-time.R. Lifecycle status does not establish construct validity."
"object_hash","workflow","object_hash",,"0.9.0.9000","Curated module-level workflow classification; source: 078-reproducibility-provenance-0-9.R. Lifecycle status does not establish construct validity."
"object_schema","workflow","object_schema",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"open_eye_storage","workflow","open_eye_storage",,"0.9.0.9000","Curated module-level workflow classification; source: 020-interoperability-storage.R. Lifecycle status does not establish construct validity."
"open_partitioned_eye_storage","workflow","open_partitioned_eye_storage",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"optimize_item_bank","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"option_process_information","experimental",,,"0.9.0.9000","Curated module-level experimental classification; source: 050-process-irt-models-0-7.R. Lifecycle status does not establish construct validity."
"outcome_blind_feature_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 077-negative-controls-leakage-0-9.R. Lifecycle status does not establish construct validity."
"outcome_blind_snapshot","workflow","outcome_blind_snapshot",,"0.9.0.9000","Curated module-level workflow classification; source: 073-decision-manifests-0-9.R. Lifecycle status does not establish construct validity."
"package_reproducibility_manifest","workflow","package_reproducibility_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 029-benchmark-reproducibility.R. Lifecycle status does not establish construct validity."
"paper_reproducibility_manifest","workflow","paper_reproducibility_manifest",,"0.9.0.9000","Curated module-level workflow classification; source: 079-software-paper-evidence-0-9.R. Lifecycle status does not establish construct validity."
"parameter_recovery","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 014-simulation.R. Lifecycle status does not establish construct validity."
"partition_eye_storage","workflow","partition_eye_storage",,"0.9.0.9000","Curated module-level workflow classification; source: 028-api-storage-adapters.R. Lifecycle status does not establish construct validity."
"person_scores","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 013-models.R. Lifecycle status does not establish construct validity."
"pipeline_failures","workflow","pipeline_failures",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"pipeline_result","workflow","pipeline_result",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"pipeline_step_status","workflow","pipeline_step_status",,"0.9.0.9000","Curated module-level workflow classification; source: 070-governed-pipelines-0-9.R. Lifecycle status does not establish construct validity."
"placebo_window_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 077-negative-controls-leakage-0-9.R. Lifecycle status does not establish construct validity."
"plot_aoi_balance_biplot","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 032-compositional-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_boundary_risk","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 031-probabilistic-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_composition_trajectory","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 032-compositional-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_dwell","core","plot_aoi_dwell",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_aoi_metric_uncertainty","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 031-probabilistic-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_probability_map","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 031-probabilistic-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_ternary","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 032-compositional-aoi.R. Lifecycle status does not establish construct validity."
"plot_aoi_transition_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_aoi_transition_rank","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_aoi_variation_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 032-compositional-aoi.R. Lifecycle status does not establish construct validity."
"plot_bank_information_coverage","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"plot_biometrics","core","plot_biometrics",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_calibration_error_ellipses","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 034-calibration-recalibration.R. Lifecycle status does not establish construct validity."
"plot_calibration_vector_field","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 034-calibration-recalibration.R. Lifecycle status does not establish construct validity."
"plot_changepoint_ribbons","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"plot_clock_alignment","core","plot_clock_alignment",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_complete_case_sensitivity","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 038-informative-missingness.R. Lifecycle status does not establish construct validity."
"plot_compositional_group_difference","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 032-compositional-aoi.R. Lifecycle status does not establish construct validity."
"plot_coordinate_spaces","core","plot_coordinate_spaces",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_covariate_effect_surface","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 040-fixation-point-process.R. Lifecycle status does not establish construct validity."
"plot_cross_vendor_metric_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 036-device-linking.R. Lifecycle status does not establish construct validity."
"plot_crossmodal_recurrence","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 039-recurrence-analysis.R. Lifecycle status does not establish construct validity."
"plot_decision_stability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"plot_dependability_surface","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 035-process-reliability.R. Lifecycle status does not establish construct validity."
"plot_device_agreement","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 036-device-linking.R. Lifecycle status does not establish construct validity."
"plot_device_bias_by_magnitude","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 036-device-linking.R. Lifecycle status does not establish construct validity."
"plot_device_equivalence_intervals","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 036-device-linking.R. Lifecycle status does not establish construct validity."
"plot_device_transfer_curve","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 036-device-linking.R. Lifecycle status does not establish construct validity."
"plot_diagnostics","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 030-measurement-intelligence-utils.R. Lifecycle status does not establish construct validity."
"plot_diagonal_recurrence_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 039-recurrence-analysis.R. Lifecycle status does not establish construct validity."
"plot_dif_drift_heatmap","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"plot_distractor_information","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"plot_drift_over_time","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 034-calibration-recalibration.R. Lifecycle status does not establish construct validity."
"plot_episode_duration_distribution","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"plot_episode_transition_graph","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"plot_episode_waterfall","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"plot_evidence","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 030-measurement-intelligence-utils.R. Lifecycle status does not establish construct validity."
"plot_evidence_graph","workflow","plot_evidence_graph",,"0.9.0.9000","Curated module-level workflow classification; source: 046-evidence-provenance-graph.R. Lifecycle status does not establish construct validity."
"plot_eye_overview","core","plot_eye_overview",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_eye_trace","core","plot_eye_trace",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_fairness_transport_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"plot_feature_correlation","core","plot_feature_correlation",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_feature_distribution","core","plot_feature_distribution",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_fixation_intensity","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 040-fixation-point-process.R. Lifecycle status does not establish construct validity."
"plot_fixations","core","plot_fixations",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_fuzzy_transition_matrix","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 031-probabilistic-aoi.R. Lifecycle status does not establish construct validity."
"plot_gaze_heatmap","core","plot_gaze_heatmap",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_gazepoint_workflow","workflow","plot_gazepoint_workflow",,"0.9.0.9000","Curated module-level workflow classification; source: 019-gazepoint-downstream-workflow.R. Lifecycle status does not establish construct validity."
"plot_group_icc_process_overlay","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"plot_group_scanpath_transport","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 041-representative-scanpaths.R. Lifecycle status does not establish construct validity."
"plot_interval_coverage","workflow","plot_interval_coverage",,"0.9.0.9000","Curated module-level workflow classification; source: 023-validation-orchestration.R. Lifecycle status does not establish construct validity."
"plot_irf_uncertainty","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"plot_item_decision_path","workflow","plot_item_decision_path",,"0.9.0.9000","Curated module-level workflow classification; source: 046-evidence-provenance-graph.R. Lifecycle status does not establish construct validity."
"plot_item_difficulty","core","plot_item_difficulty",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_item_group_process_curves","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"plot_item_normative_deviation","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 045-process-norms.R. Lifecycle status does not establish construct validity."
"plot_item_pareto","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"plot_item_phase_delay","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 037-pupil-registration.R. Lifecycle status does not establish construct validity."
"plot_item_sampling_reliability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 035-process-reliability.R. Lifecycle status does not establish construct validity."
"plot_metric_dependency_graph","workflow","plot_metric_dependency_graph",,"0.9.0.9000","Curated module-level workflow classification; source: 046-evidence-provenance-graph.R. Lifecycle status does not establish construct validity."
"plot_missingness","core","plot_missingness",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_missingness_by_aoi","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 038-informative-missingness.R. Lifecycle status does not establish construct validity."
"plot_missingness_by_time","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 038-informative-missingness.R. Lifecycle status does not establish construct validity."
"plot_mnar_tipping_point","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 038-informative-missingness.R. Lifecycle status does not establish construct validity."
"plot_model_decision_impact","workflow","plot_model_decision_impact",,"0.9.0.9000","Curated module-level workflow classification; source: 046-evidence-provenance-graph.R. Lifecycle status does not establish construct validity."
"plot_model_diagnostics","core","plot_model_diagnostics",,"0.9.0.9000","Curated module-level core classification; source: 012-plots.R. Lifecycle status does not establish construct validity."
"plot_normative_fan","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 045-process-norms.R. Lifecycle status does not establish construct validity."
"plot_objective_tradeoffs","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 043-item-bank-optimization.R. Lifecycle status does not establish construct validity."
"plot_observation_probability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 038-informative-missingness.R. Lifecycle status does not establish construct validity."
"plot_observed_expected_fixations","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 040-fixation-point-process.R. Lifecycle status does not establish construct validity."
"plot_parameter_recovery","workflow","plot_parameter_recovery",,"0.9.0.9000","Curated module-level workflow classification; source: 023-validation-orchestration.R. Lifecycle status does not establish construct validity."
"plot_person_item_space","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"plot_person_normative_profile","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 045-process-norms.R. Lifecycle status does not establish construct validity."
"plot_phase_amplitude_scores","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 037-pupil-registration.R. Lifecycle status does not establish construct validity."
"plot_probabilistic_scanpath","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 031-probabilistic-aoi.R. Lifecycle status does not establish construct validity."
"plot_process_centiles","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 045-process-norms.R. Lifecycle status does not establish construct validity."
"plot_process_changepoint","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 055-requested-api-completion-0-7.R. Lifecycle status does not establish construct validity."
"plot_process_channel_ablation_delta","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_process_dif_forest","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 044-process-dif-fairness.R. Lifecycle status does not establish construct validity."
"plot_process_episodes","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 042-process-episodes.R. Lifecycle status does not establish construct validity."
"plot_process_feature_stability","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_process_window_sensitivity","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_pupil_activity_sensitivity","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_pupil_activity_windows","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_pupil_band_power","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_pupil_components","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
"plot_pupil_preprocessing_audit","advanced",,,"0.9.0.9000","Curated module-level advanced classification; source: 064-next-generation-plots-0-8.R. Lifecycle status does not establish construct validity."
