r_name,python_name,source_file,rd_help,r_signature,arg_count,uses_dots,s3_generic_or_method,related_tests,related_articles,lifecycle_status,plot_candidate,python_module,python_test_file,p0_discovered,p1_api,p2_structural,p3_semantic,p4_numerical,p5_algorithmic,p6_plot,p7_docs_examples,blocker
irt_count_channel,irt_count_channel,R/049-multimodal-irt-registry.R,man/irt_count_channel.Rd,"(family = c(""negative_binomial"", ""poisson""),
                              value = ""fixation_count"", latent = ""engagement"", options = list())",4,False,False,tests/testthat/test-0-10-spec-architecture.R|tests/testthat/test-0-7-process-irt-core.R,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_functional_channel,irt_functional_channel,R/049-multimodal-irt-registry.R,man/irt_functional_channel.Rd,"(value = ""pupil"", time = ""time"",
                                   family = c(""basis_gaussian"", ""functional_factor""),
                                   latent = ""process"", options = list())",5,False,False,,,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_model_spec,irt_model_spec,R/049-multimodal-irt-registry.R,man/irt_model_spec.Rd,"(id, latent, channels,
                           status = c(""experimental"", ""reference"", ""gated""),
                           fit_fun = NULL, simulate_fun = NULL, validate_fun = NULL,
                           citation = character(), description = NULL,
                           requirements = character(), metadata = list())",11,False,False,tests/testthat/test-0-7-process-irt-core.R,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_nominal_channel,irt_nominal_channel,R/049-multimodal-irt-registry.R,man/irt_nominal_channel.Rd,"(choice = ""response_option"", categories = NULL,
                                latent = ""ability"", options = list())",4,False,False,,,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_response_channel,irt_response_channel,R/049-multimodal-irt-registry.R,man/irt_response_channel.Rd,"(family = c(""2pl"", ""rasch"", ""graded"", ""partial_credit""),
                                 response = ""response"", latent = ""ability"", options = list())",4,False,False,tests/testthat/test-0-10-backend-gating.R|tests/testthat/test-0-10-spec-architecture.R|tests/testthat/test-0-7-process-irt-core.R,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_rt_channel,irt_rt_channel,R/049-multimodal-irt-registry.R,man/irt_rt_channel.Rd,"(family = c(""lognormal"", ""gaussian_log"", ""shifted_lognormal""),
                           rt = ""rt"", latent = ""speed"", options = list())",4,False,False,tests/testthat/test-0-10-spec-architecture.R,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_sequence_channel,irt_sequence_channel,R/049-multimodal-irt-registry.R,man/irt_sequence_channel.Rd,"(sequence = ""sequence"", family = c(""ngram"", ""hmm"", ""embedding""),
                                 latent = ""strategy"", options = list())",4,False,False,,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_survival_channel,irt_survival_channel,R/049-multimodal-irt-registry.R,man/irt_survival_channel.Rd,"(family = c(""cox"", ""weibull"", ""exponential""),
                                 time = ""time"", event = ""event"", latent = NULL, options = list())",5,False,False,,,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
irt_validation_spec,irt_validation_spec,R/052-irt-validation-0-7.R,man/irt_validation_spec.Rd,"(
    model_id,
    replications = 250L,
    parameters = NULL,
    metrics = c(""bias"", ""rmse"", ""coverage"", ""interval_width"", ""convergence""),
    grouped_validation = c(""device"", ""session"", ""site""),
    preprocessing_variants = NULL,
    misspecification_scenarios = NULL,
    thresholds = list(
      max_abs_bias = 0.10,
      max_rmse = 0.30,
      min_coverage = 0.90,
      max_failure_rate = 0.05,
      min_external_folds = 2L
    ),
    seed = 20260808L,
    notes = NULL)",10,False,False,,vignettes/advanced-model-validation-0-7.Rmd|vignettes/multiple-response-and-revisiting-irt-0-7.Rmd|vignettes/process-irt-model-atlas-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
latent_distribution_stress_test,latent_distribution_stress_test,R/055-requested-api-completion-0-7.R,man/latent_distribution_stress_test.Rd,(...),1,True,False,,vignettes/process-irt-model-atlas-0-7.Rmd,unclassified,False,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
latent_trait_trajectory,latent_trait_trajectory,R/051-advanced-process-irt-0-7.R,man/latent_trait_trajectory.Rd,"(time, theta, spar = NULL)",3,False,False,,,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,Python reference estimator differs from R optional-engine/spline implementation; R-oracle validation pending
leave_device_out_validation,leave_device_out_validation,R/052-irt-validation-0-7.R,man/leave_device_out_validation.Rd,"(data, device, fitter, predictor, scorer)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
leave_item_out_validation,leave_item_out_validation,R/052-irt-validation-0-7.R,man/leave_item_out_validation.Rd,"(data, item, fitter, predictor, scorer)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
leave_session_out_validation,leave_session_out_validation,R/052-irt-validation-0-7.R,man/leave_session_out_validation.Rd,"(data, session, fitter, predictor, scorer)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
leave_site_out_validation,leave_site_out_validation,R/052-irt-validation-0-7.R,man/leave_site_out_validation.Rd,"(data, site, fitter, predictor, scorer)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
list_irt_models,list_irt_models,R/049-multimodal-irt-registry.R,man/list_irt_models.Rd,(),0,False,False,tests/testthat/test-0-7-process-irt-core.R,vignettes/multimodal-process-irt-0-7.Rmd|vignettes/process-irt-model-atlas-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
negative_control_process_test,negative_control_process_test,R/052-irt-validation-0-7.R,man/negative_control_process_test.Rd,"(
    data, process_columns, evaluator, within = NULL, permutations = 100L,
    higher_is_better = TRUE, seed = 20260808L)",7,False,False,tests/testthat/test-0-7-validation-contract.R,vignettes/advanced-model-validation-0-7.Rmd|vignettes/process-irt-model-atlas-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
option_process_information,option_process_information,R/050-process-irt-models-0-7.R,man/option_process_information.Rd,(object),1,False,False,,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
plot_distractor_information,plot_distractor_information,R/055-requested-api-completion-0-7.R,man/plot_distractor_information.Rd,"(object, ...)",2,True,False,,,unclassified,True,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,implemented,docstring_initial,R-oracle numerical validation pending
plot_irf_uncertainty,plot_irf_uncertainty,R/055-requested-api-completion-0-7.R,man/plot_irf_uncertainty.Rd,"(object, item = 1L,
                                 theta_grid = seq(-4, 4, length.out = 101),
                                 level = 0.95, ...)",5,True,False,,vignettes/process-irt-model-atlas-0-7.Rmd,unclassified,True,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,implemented,docstring_initial,R-oracle numerical validation pending
plot_person_item_space,plot_person_item_space,R/055-requested-api-completion-0-7.R,man/plot_person_item_space.Rd,"(object, dimensions = c(1L, 2L), labels = FALSE, ...)",4,True,False,,,unclassified,True,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,implemented,docstring_initial,R-oracle numerical validation pending
plot_process_changepoint,plot_process_changepoint,R/055-requested-api-completion-0-7.R,man/plot_process_changepoint.Rd,"(object, ...)",2,True,False,,,unclassified,True,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,implemented,docstring_initial,R-oracle numerical validation pending
posterior_predictive_discrepancies,posterior_predictive_discrepancies,R/052-irt-validation-0-7.R,man/posterior_predictive_discrepancies.Rd,"(
    observed,
    replicated,
    discrepancies = list(
      mean = function(x) mean(x, na.rm = TRUE),
      sd = function(x) stats::sd(x, na.rm = TRUE),
      zero_rate = function(x) mean(x == 0, na.rm = TRUE)
    ))",3,False,False,tests/testthat/test-0-7-validation-contract.R,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
posterior_sbc_contract,posterior_sbc_contract,R/052-irt-validation-0-7.R,man/posterior_sbc_contract.Rd,(replication),1,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
predict_theta_at_time,predict_theta_at_time,R/051-advanced-process-irt-0-7.R,man/predict_theta_at_time.Rd,"(object, time)",2,False,False,,,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,Python reference estimator differs from R optional-engine/spline implementation; R-oracle validation pending
process_channel_ablation,process_channel_ablation,R/054-additional-process-measurement-0-7.R,man/process_channel_ablation.Rd,"(data, channels, evaluator, baseline = character(),
                                     higher_is_better = TRUE)",5,False,False,tests/testthat/test-0-7-continuous-process.R,vignettes/multiple-response-and-revisiting-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_dependent_discrimination_audit,process_dependent_discrimination_audit,R/054-additional-process-measurement-0-7.R,man/process_dependent_discrimination_audit.Rd,"(
    data, response, theta, process, person, item, nonlinear = TRUE)",7,False,False,,vignettes/advanced-model-validation-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,R optional-engine algorithm differs; cross-language validation pending
process_dif_nuisance_surrogate,process_dif_nuisance_surrogate,R/051-advanced-process-irt-0-7.R,man/process_dif_nuisance_surrogate.Rd,"(data, process_features,
                                           person = ""participant_id"",
                                           aggregate = TRUE)",4,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_item_information,process_item_information,R/051-advanced-process-irt-0-7.R,man/process_item_information.Rd,"(theta, a, b,
                                     process_information = 0,
                                     rt_information = 0,
                                     weights = c(response = 1, rt = 0, process = 0),
                                     expected_time = 0, burden_weight = 0)",8,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_ngram_features,process_ngram_features,R/051-advanced-process-irt-0-7.R,man/process_ngram_features.Rd,"(sequence, n = c(1L, 2L, 3L), separator = "">"")",3,False,False,tests/testthat/test-0-7-process-irt-core.R,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_person_fit,process_person_fit,R/051-advanced-process-irt-0-7.R,man/process_person_fit.Rd,"(object, data = NULL, person = NULL,
                               response_weight = 1, rt_weight = 1, process_weight = 1)",6,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,python_reference_differs,not_applicable,docstring_initial,Python reference estimator differs from R optional-engine/spline implementation; R-oracle validation pending
process_residual_map,process_residual_map,R/051-advanced-process-irt-0-7.R,man/process_residual_map.Rd,"(object, entity = c(""both"", ""person"", ""item""))",2,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_sequence_embedding,process_sequence_embedding,R/051-advanced-process-irt-0-7.R,man/process_sequence_embedding.Rd,"(sequence, n = c(1L, 2L, 3L), dimensions = 5L)",3,False,False,tests/testthat/test-0-7-process-irt-core.R,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_state_occupancy,process_state_occupancy,R/051-advanced-process-irt-0-7.R,man/process_state_occupancy.Rd,(object),1,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
process_state_transition_summary,process_state_transition_summary,R/051-advanced-process-irt-0-7.R,man/process_state_transition_summary.Rd,(object),1,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
promote_irt_model,promote_irt_model,R/049-multimodal-irt-registry.R,man/promote_irt_model.Rd,"(spec, evidence,
                              target = c(""experimental"", ""reference""),
                              update_registry = FALSE)",4,False,False,,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
public_validation_corpus,public_validation_corpus,R/048-semantic-validation-0-7.R,man/public_validation_corpus.Rd,(),0,False,False,tests/testthat/test-0-7-semantic-validation.R,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
pupil_unit_fidelity_audit,pupil_unit_fidelity_audit,R/048-semantic-validation-0-7.R,man/pupil_unit_fidelity_audit.Rd,"(source, roundtrip,
                                      source_pupil = ""pupil_size"",
                                      roundtrip_pupil = source_pupil,
                                      key = NULL,
                                      tolerance = 1e-6,
                                      correlation_floor = 0.995)",7,False,False,,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
recalibrate_after_changepoint,recalibrate_after_changepoint,R/050-process-irt-models-0-7.R,man/recalibrate_after_changepoint.Rd,"(data, fitter,
                                          person = ""participant_id"", order = ""item_order"",
                                          policy = c(""flag"", ""exclude_post_change"", ""add_regime""), ...)",6,True,False,,,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
recommended_validation_replications,recommended_validation_replications,R/052-irt-validation-0-7.R,man/recommended_validation_replications.Rd,"(
    target_mcse = 0.01,
    metric = c(""coverage"", ""mean""),
    anticipated_sd = 1,
    anticipated_probability = 0.95,
    minimum = 100L)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
register_irt_model,register_irt_model,R/049-multimodal-irt-registry.R,man/register_irt_model.Rd,"(spec, overwrite = FALSE)",2,False,False,,vignettes/multimodal-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
roundtrip_eye_bids,roundtrip_eye_bids,R/055-requested-api-completion-0-7.R,man/roundtrip_eye_bids.Rd,"(source, exporter, importer,
                               export_args = list(), import_args = list(),
                               extract_samples = .ep07_roundtrip_extract_samples,
                               audit_args = list())",7,False,False,tests/testthat/test-0-7-api-completion.R,,unclassified,False,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
run_posterior_sbc,run_posterior_sbc,R/052-irt-validation-0-7.R,man/run_posterior_sbc.Rd,"(observed_data, contract, replications = 100L,
                              seed = 20260808L)",4,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
run_sbc,run_sbc,R/052-irt-validation-0-7.R,man/run_sbc.Rd,"(simulator, fitter, posterior_draws, replications = 100L,
                    seed = 20260808L)",5,False,False,tests/testthat/test-0-7-validation-contract.R,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
select_next_item_process,select_next_item_process,R/051-advanced-process-irt-0-7.R,man/select_next_item_process.Rd,"(theta, item_bank,
                                     used = character(),
                                     weights = c(response = 1, rt = 0, process = 0),
                                     burden_weight = 0)",5,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
semantic_fidelity_spec,semantic_fidelity_spec,R/048-semantic-validation-0-7.R,man/semantic_fidelity_spec.Rd,"(timestamp_tolerance = 1e-6,
                                   coordinate_tolerance = 1e-6,
                                   pupil_tolerance = 1e-6,
                                   missingness_tolerance = 1e-6,
                                   correlation_floor = 0.999,
                                   allow_row_reorder = TRUE)",6,False,False,,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
semantic_loss_map,semantic_loss_map,R/048-semantic-validation-0-7.R,man/semantic_loss_map.Rd,(x),1,False,False,,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
semantic_roundtrip_audit,semantic_roundtrip_audit,R/048-semantic-validation-0-7.R,man/semantic_roundtrip_audit.Rd,"(source, roundtrip, key = NULL, fields = NULL,
                                     timestamp = list(), coordinates = list(), pupil = NULL,
                                     eye = NULL, source_events = NULL, roundtrip_events = NULL,
                                     event_args = list())",11,False,False,,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
session_facet_effects,session_facet_effects,R/055-requested-api-completion-0-7.R,man/session_facet_effects.Rd,"(object, channel = c(""response"", ""process""))",2,False,False,,vignettes/process-irt-model-atlas-0-7.Rmd,unclassified,False,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
simulate_from_model,simulate_from_model,R/055-requested-api-completion-0-7.R,man/simulate_from_model.Rd,"(model, ...)",2,True,False,,,unclassified,False,eyeprocesspy.requested_api_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
simulate_irt_model,simulate_irt_model,R/049-multimodal-irt-registry.R,man/simulate_irt_model.Rd,"(spec, ..., allow_experimental = TRUE)",3,True,False,,,experimental,False,src/eyeprocesspy/process_irt_07.py,tests/test_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
simulate_process_cat,simulate_process_cat,R/051-advanced-process-irt-0-7.R,man/simulate_process_cat.Rd,"(item_bank, true_theta = 0, n_items = 10L,
                                 weights = c(response = 1, rt = 0, process = 0),
                                 burden_weight = 0, seed = 1)",6,False,False,,vignettes/experimental-process-irt-0-7.Rmd,experimental,False,src/eyeprocesspy/advanced_process_irt_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_latent_distribution,stress_test_latent_distribution,R/052-irt-validation-0-7.R,man/stress_test_latent_distribution.Rd,"(runner, replications = 50L,
                                            seed = 20260808L)",3,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_local_dependence,stress_test_local_dependence,R/052-irt-validation-0-7.R,man/stress_test_local_dependence.Rd,"(runner, strengths = c(0, 0.2, 0.5, 0.8),
                                         replications = 50L, seed = 20260808L)",4,False,False,,vignettes/advanced-model-validation-0-7.Rmd|vignettes/multiple-response-and-revisiting-irt-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_missingness,stress_test_missingness,R/052-irt-validation-0-7.R,man/stress_test_missingness.Rd,"(runner,
                                    mechanisms = c(""MCAR"", ""MAR"", ""MNAR_omission"", ""not_reached""),
                                    rates = c(.05, .15, .30),
                                    replications = 50L, seed = 20260808L)",5,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_misspecification,stress_test_misspecification,R/052-irt-validation-0-7.R,man/stress_test_misspecification.Rd,"(scenarios, runner, replications = 50L,
                                         seed = 20260808L)",4,False,False,,,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_preprocessing,stress_test_preprocessing,R/052-irt-validation-0-7.R,man/stress_test_preprocessing.Rd,"(runner, variants,
                                      replications = 25L, seed = 20260808L)",4,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
stress_test_speededness,stress_test_speededness,R/052-irt-validation-0-7.R,man/stress_test_speededness.Rd,"(runner, proportions = c(0, .10, .25, .40),
                                    replications = 50L, seed = 20260808L)",4,False,False,,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
summarize_parameter_recovery,summarize_parameter_recovery,R/052-irt-validation-0-7.R,man/summarize_parameter_recovery.Rd,"(
    results,
    by = c(""scenario"", ""engine"", ""parameter""),
    interval_level = 0.95)",3,False,False,tests/testthat/test-0-7-validation-contract.R,vignettes/advanced-model-validation-0-7.Rmd,unclassified,False,src/eyeprocesspy/irt_validation_07.py,tests/test_advanced_process_irt_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
timestamp_fidelity_audit,timestamp_fidelity_audit,R/048-semantic-validation-0-7.R,man/timestamp_fidelity_audit.Rd,"(source, roundtrip,
                                     source_time = ""timestamp"",
                                     roundtrip_time = source_time,
                                     source_unit = ""seconds"",
                                     roundtrip_unit = source_unit,
                                     key = NULL,
                                     tolerance = 1e-6)",8,False,False,,vignettes/validation-evidence-0-7.Rmd,unclassified,False,eyeprocesspy.semantic_validation_07,tests/test_semantic_requested_api_07.py,yes,implemented,implemented,implemented_initial,not_started,source_ported,not_applicable,docstring_initial,R-oracle numerical validation pending
